id_venda,data_venda,livro,autor,categoria,preco_unitario,quantidade,cliente_id,cidade,forma_pagamento,canal_venda,avaliacao
271,08-02-2025,Python Fluente,Luciano Ramalho,TECNICO,"R$ 54,49",1,CLI1065, São Paulo,Boleto,Telefone,2
117,06-04-2025,O Poder do Hábito,Charles Duhigg,nao ficção,"R$82,52",4,CLI1177,BH,Cartão de Débito,Marketplace,
446,2026-02-05,Duna,Frank Herbert,Ficção Científica,"R$70,10",1,CLI1089, São Paulo,Cartão de Débito,Site,5
377,21-07-2025,1984,George Orwell,Ficção,"R$ 22,68",2,CLI1004,Rio De Janeiro,Pix,Marketplace,3
222,2026-01-12,Sapiens,Yuval Noah Harari,NÃO-FICÇÃO,"R$ 84,72",4,CLI1081,osasco,Cartão de Débito,Marketplace,5
551,04/06/25,Mindset,Carol Dweck,nao ficção,,,CLI1009,CURITIBA,,Marketplace,2
526,30/10/2025,A Revolução dos Bichos,George Orwell,clássico,"R$21,72",1,CLI1082,Salvador,Boleto,Site,2
187,25-06-2025,A Menina que Roubava Livros,Markus Zusak,Ficção,78.09,1,CLI1200,Belo Horizonte,Boleto,Telefone,
142,22/07/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$28,43",4,CLI1197,salvador,Boleto,Marketplace,5
323,16/03/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,31.15,1,CLI1153,OSASCO ,Cartão de Débito,Site,
138,2025-11-19,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,"R$70,40",5,CLI1198,CURITIBA,Cartão de Débito,Loja Física,cinco
153,17/08/25,A Revolução dos Bichos,George Orwell,CLASSICO,"R$60,72",1,CLI1116,sao paulo,Boleto,Telefone,1
77,23/11/2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$67,00",2,CLI1027,S. Paulo,Boleto,Telefone,5
229,06/10/25,Dom Casmurro,Machado de Assis,Clássico,"R$49,25",2,CLI1097,osasco,Pix,Telefone,1
22,11-10-2025,1984,George Orwell,FICÇÃO,"R$ 62,72",1,CLI1169,BH,Cartão de Crédito,Loja Física,5
336,05-01-2025,O Hobbit,J.R.R. Tolkien,Fantasia,75.90,1,CLI1107,Belo Horizonte,Cartão de Débito,Loja Física,3
376,14/07/25,O Hobbit,J.R.R. Tolkien,Fantasia,,4,CLI1181,salvador,Cartão de Crédito,Marketplace,
481,10/02/2025,Sapiens,Yuval Noah Harari,nao-ficção,"R$41,42",2,CLI1176,rio de janeiro,Cartão de Crédito,Site,4
282,25/02/25,Dom Casmurro,Machado de Assis,clássico,"R$77,62",2,CLI1011,Belo Horizonte,,Site,4
449,2025-01-15,A Revolução dos Bichos,George Orwell,CLASSICO,"R$23,57",1,CLI1131,São Paulo,Cartão de Crédito,Site,
581,13/07/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,25.89,1,CLI1177,S. Paulo,Cartão de Crédito,Loja Física,5
491,17/06/2025,Dom Casmurro,Machado de Assis,Clássico,,4,CLI1077,BH,,Site,3
108,22-09-2025,1984,George Orwell,ficcao,,1,CLI1072,Osasco,Cartão de Crédito,Loja Física,2
452,26-02-2025,Clean Code,Robert C. Martin,técnico,"R$ 28,80",1,CLI1117,Osasco,Cartão de Débito,Loja Física,
195,23/08/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,,2,CLI1190,RJ,Cartão de Débito,Site,cinco
437,05-06-2025,A Revolução dos Bichos,George Orwell,CLASSICO,85.35,3,CLI1014, São Paulo,Cartão de Crédito,Marketplace,4
435,12/09/25,Dom Casmurro,Machado de Assis,CLASSICO,"R$37,44",-5,CLI1167, São Paulo,Cartão de Crédito,Site,3
157,2025-05-07,A Revolução dos Bichos,George Orwell,CLASSICO,"R$49,59",4,CLI1088, Salvador,Boleto,Marketplace,
509,06/12/25,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$87,58",1,CLI1176,Osasco,Boleto,Marketplace,1
365,18-01-2025,DUNA,Frank Herbert,ficção científica,"R$51,22",-4,CLI1152,osasco,Cartão de Crédito,Loja Física,5
363,2025-04-03,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$49,80",1,CLI1102,BH,,Marketplace,
265,26-06-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$67,27",2,CLI1033,Curitiba,Cartão de Crédito,Telefone,5
476,01-09-2025,Duna,Frank Herbert,ficção científica,"R$ 59,49",2,CLI1095,OSASCO ,,Site,2
97,28/06/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$ 57,04",2,CLI1186,Rio de Janeiro,Boleto,Loja Física,5
237,2025-12-10,Sapiens,Yuval Noah Harari,nao-ficção,"R$ 64,43",1,CLI1114,osasco,Cartão de Crédito,Marketplace,5
93,07/06/2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$27,66",5,CLI1056,SÃO PAULO,Cartão de Débito,Site,1
296,2026-01-31,Sapiens,Yuval Noah Harari,Não-ficção,"R$86,27",1,CLI1136,OSASCO ,Cartão de Crédito,Site,
124,10-10-2025,1984,George Orwell,Ficção,"R$45,16",3,CLI1156,Rio De Janeiro,Cartão de Crédito,Site,3
454,30/10/2025,Duna,Frank Herbert,ficção científica,50.30,2,CLI1146,rio de janeiro,Cartão de Crédito,Telefone,3
221,16/09/2025,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$51,99",1,CLI1163,BH,Cartão de Débito,Site,3
484,02/01/2026,Mindset,Carol Dweck,Não-ficção,"R$77,27",1,CLI1072,Rio de Janeiro,Boleto,Site,4
460,17/05/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,72.62,2,CLI1174,CURITIBA,Cartão de Débito,Marketplace,
297,06/02/2025,O Hobbit,J.R.R. Tolkien,Fantasia,"R$ 34,29",4,CLI1006,salvador,Cartão de Débito,Marketplace,3
248,02/10/25,Mindset,Carol Dweck,Não-ficção,59.29,1,CLI1105,Curitiba,Pix,Telefone,5
115,11-03-2025,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$52,42",5,CLI1183,Salvador,Cartão de Débito,Site,2
293,24-04-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$57,92",4,CLI1169,Curitiba,Pix,Marketplace,4
74,27-11-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$ 78,58",1,CLI1079, Salvador,Cartão de Débito,Site,1
306,13/03/2025,A Revolução dos Bichos,George Orwell,Clássico,"R$65,09",1,CLI1050,Curitiba,Pix,Site,
560,2025-09-16,Python Fluente,Luciano Ramalho,técnico,78.31,1,CLI1194,osasco,Cartão de Débito,Telefone,
156,03/10/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$80,12",1,CLI1135,Curitiba,Boleto,Loja Física,4
46,06/05/25,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$52,44",2,CLI1071,CURITIBA,Cartão de Débito,Loja Física,2
218,05/06/25,Dom Casmurro,Machado de Assis,Clássico,"R$45,72",2,CLI1062,curitiba ,Cartão de Débito,Marketplace,cinco
126,23-09-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,"R$ 50,18",1,CLI1077,Curitiba,Boleto,Loja Física,3
102,18-02-2025,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$75,15",3,CLI1173,belo horizonte,Cartão de Débito,Marketplace,
510,21-07-2025,Clean Code,Robert C. Martin,TECNICO,"R$80,59",5,CLI1077,Salvador,Cartão de Crédito,Loja Física,5
160,30/10/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$40,94",1,CLI1160,Curitiba,Cartão de Débito,Telefone,3
240,09/08/2025,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$ 43,56",5,CLI1155,Rio de Janeiro,Cartão de Débito,Loja Física,3
219,05/10/2025,Duna,Frank Herbert,Ficção Científica,20.35,-4,CLI1162,Curitiba,Cartão de Crédito,Marketplace,5
313,03/09/25,Dom Casmurro,Machado de Assis,clássico,"R$ 76,68",1,CLI1053,Salvador,,Loja Física,
507,22-04-2025,Dom Casmurro,Machado de Assis,CLASSICO,"R$ 71,51",2,CLI1027,osasco,Boleto,Loja Física,3
121,28/02/25,Mindset,Carol Dweck,nao ficção,"R$ 41,91",2,CLI1188,RJ,Boleto,Telefone,1
270,2025-10-08,A MENINA QUE ROUBAVA LIVROS,Markus Zusak,FICÇÃO,"R$69,14",2,CLI1053,Curitiba,Cartão de Débito,Marketplace,
372,28/03/25,Clean Code,Robert C. Martin,técnico,"R$61,47",1,CLI1157,RJ,Cartão de Débito,Loja Física,5
408,31-10-2025,Dom Casmurro,Machado de Assis,Clássico,"R$49,75",1,CLI1157,Belo Horizonte,Pix,Marketplace,
65,2025-06-14,A Revolução dos Bichos,George Orwell,CLASSICO,73.30,4,CLI1178,osasco,Boleto,Telefone,4
304,04-12-2025,A Menina que Roubava Livros,Markus Zusak,ficção,"R$42,15",5,CLI1177,Curitiba,,Loja Física,5
73,2026-01-17,O Hobbit,J.R.R. Tolkien,fantasia,"R$20,47",1,CLI1073,salvador,Boleto,Marketplace,
512,09/01/2026,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,,,CLI1188,sao paulo,Pix,Telefone,
402,2025-09-12,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$ 69,59",2,CLI1095,OSASCO ,Cartão de Débito,Marketplace,4
36,2026-01-20,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$ 82,70",5,CLI1163,BH,Pix,Telefone,4
252,2025-05-08,1984,George Orwell,Ficção,"R$32,06",2,CLI1116,CURITIBA,Cartão de Crédito,Marketplace,1
362,27/09/2025,Sapiens,Yuval Noah Harari,Não-ficção,"R$70,66",4,CLI1145,Curitiba,Boleto,Telefone,4
4,27/04/25,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$33,36",1,CLI1020,curitiba ,Boleto,Site,5
436,26/07/25,Python Fluente,Luciano Ramalho,Técnico,,,CLI1138,BH,Boleto,Site,2
542,2025-05-25,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,"R$75,62",1,CLI1170, Salvador,Cartão de Débito,Loja Física,2
165,04/07/25,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,46.55,3,CLI1127,RJ,Cartão de Débito,Site,
541,17-12-2025,Sapiens,Yuval Noah Harari,nao ficção,36.15,2,CLI1154,belo horizonte,Cartão de Débito,Loja Física,5
327,28-07-2025,Sapiens,Yuval Noah Harari,nao ficção,"R$ 84,98",1,CLI1027,Curitiba,,Site,
574,2025-12-30,Sapiens,Yuval Noah Harari,nao-ficção,71.92,2,CLI1049,Belo Horizonte,Cartão de Crédito,Marketplace,5
412,2025-04-17,O Poder do Hábito,Charles Duhigg,nao-ficção,"R$88,07",4,CLI1110,rio de janeiro,Cartão de Débito,Marketplace,cinco
595,26/10/25,Duna,Frank Herbert,ficção científica,53.06,4,CLI1053,BH,Boleto,Loja Física,1
277,22/03/2025,Clean Code,Robert C. Martin,TECNICO,46.84,-1,CLI1120, Salvador,Cartão de Débito,Loja Física,
106,2025-05-02,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,22.96,3,CLI1156,Curitiba,Pix,Telefone,
314,17/03/25,Mindset,Carol Dweck,nao-ficção,"R$63,97",1,CLI1042,Curitiba,Pix,Loja Física,1
496,09/06/2025,Clean Code,Robert C. Martin,Técnico,"R$ 66,19",2,CLI1021,belo horizonte,Cartão de Crédito,Marketplace,cinco
170,2025-12-24,O Alquimista,Paulo Coelho,FICÇÃO,"R$57,40",-2,CLI1045,CURITIBA,Cartão de Crédito,Site,4
118,2025-06-17,Dom Casmurro,Machado de Assis,Clássico,58.08,3,CLI1078,BH,Cartão de Débito,Telefone,5
13,11/01/2025,Clean Code,Robert C. Martin,técnico,"R$28,37",2,CLI1141,BH,Boleto,Loja Física,cinco
148,2025-09-21,A Menina que Roubava Livros,Markus Zusak,ficção,32.18,4,CLI1022,CURITIBA,Cartão de Débito,Site,5
450,26/02/25,Clean Code,Robert C. Martin,TECNICO,67.28,3,CLI1058,Belo Horizonte,Cartão de Crédito,Loja Física,5
267,24/11/2025,1984,George Orwell,ficção,"R$28,52",1,CLI1197,Rio de Janeiro,,Site,5
21,20/04/2025,Clean Code,Robert C. Martin,técnico,63.38,1,CLI1067,São Paulo,Boleto,Marketplace,
369,2025-12-11,Clean Code,Robert C. Martin,Técnico,"R$42,78",2,CLI1114,CURITIBA,,Site,4
360,2025-04-24,O Pequeno Príncipe,Antoine de Saint-Exupéry,clássico,"R$56,71",2,CLI1183,BH,Cartão de Crédito,Site,cinco
192,2025-12-22,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,36.60,1,CLI1130,RJ,Cartão de Débito,Telefone,3
169,23/11/2025,Duna,Frank Herbert,Ficção Científica,55.30,3,CLI1123,Rio de Janeiro,Cartão de Débito,Site,cinco
540,01/03/25,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$ 38,65",4,CLI1159,curitiba ,Pix,Telefone,
319,30-04-2025,Python Fluente,Luciano Ramalho,Técnico,"R$49,68",2,CLI1072, Salvador,,Telefone,2
570,22/07/25,O Hobbit,J.R.R. Tolkien,Fantasia,,1,CLI1035,curitiba ,,Marketplace,2
105,2026-01-28,Dom Casmurro,Machado de Assis,CLASSICO,"R$73,86",1,CLI1033,Osasco,,Telefone,cinco
97,28/06/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$ 57,04",2,CLI1186,Rio de Janeiro,Boleto,Loja Física,5
78,04/06/2025,Clean Code,Robert C. Martin,TECNICO,24.33,5,CLI1029,Curitiba,Boleto,Site,4
413,19/02/2025,Duna,Frank Herbert,ficção científica,"R$27,90",5,CLI1045, Salvador,Pix,Telefone,
152,2025-10-16,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$56,87",3,CLI1015, São Paulo,,Loja Física,2
350,20/01/2026,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$ 68,69",1,CLI1014,belo horizonte,Pix,Telefone,3
411,27-07-2025,O Hobbit,J.R.R. Tolkien,fantasia,62.21,1,CLI1083,RJ,,Site,2
569,04-09-2025,O Alquimista,Paulo Coelho,FICÇÃO,"R$ 65,61",-1,CLI1153,S. Paulo,Pix,Telefone,5
31,14/07/25,Clean Code,Robert C. Martin,técnico,"R$ 58,71",2,CLI1157,BH,,Marketplace,3
543,03/07/2025,Dom Casmurro,Machado de Assis,clássico,36.33,1,CLI1091,belo horizonte,Boleto,Loja Física,5
473,2025-07-29,O Hobbit,J.R.R. Tolkien,Fantasia,"R$85,22",4,CLI1106,curitiba ,Boleto,Telefone,5
379,21/10/25,Dom Casmurro,Machado de Assis,CLASSICO,"R$ 87,14",2,CLI1109,salvador,Pix,Marketplace,3
122,09/09/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$34,92",2,CLI1031,OSASCO ,Boleto,Site,4
159,2026-01-10,A Revolução dos Bichos,George Orwell,Clássico,"R$ 29,71",2,CLI1081,rio de janeiro,,Marketplace,cinco
552,2026-01-23,1984,George Orwell,FICÇÃO,34.86,2,CLI1005,CURITIBA,Cartão de Crédito,Marketplace,3
316,02/11/25,1984,George Orwell,FICÇÃO,"R$ 31,64",3,CLI1017,CURITIBA,Boleto,Telefone,cinco
11,07/06/2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$54,10",1,CLI1014,Curitiba,Boleto,Site,4
325,2025-12-12,Python Fluente,Luciano Ramalho,Técnico,"R$ 22,25",2,CLI1092,curitiba ,Boleto,Site,1
427,2025-08-26,Mindset,Carol Dweck,Não-ficção,"R$64,86",1,CLI1121,salvador,Pix,Telefone,4
301,12/10/25,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$86,92",1,CLI1031, Salvador,Cartão de Crédito,Site,3
258,01/06/2025,Mindset,Carol Dweck,NÃO-FICÇÃO,"R$67,55",1,CLI1107,BH,Cartão de Débito,Telefone,5
120,18-10-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao-ficção,"R$24,61",3,CLI1154,Belo Horizonte,Boleto,Telefone,1
262,19/03/25,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$40,78",1,CLI1051,salvador,Pix,Telefone,3
497,23/12/25,Clean Code,Robert C. Martin,TECNICO,80.34,4,CLI1150,S. Paulo,Cartão de Crédito,Marketplace,
230,2026-02-03,Clean Code,Robert C. Martin,Técnico,"R$ 21,72",-2,CLI1014,belo horizonte,Cartão de Débito,Marketplace,5
300,2025-10-01,Python Fluente,Luciano Ramalho,técnico,"R$77,45",1,CLI1034,belo horizonte,Cartão de Débito,Marketplace,4
240,09/08/2025,O Poder do Hábito,Charles Duhigg,Não-ficção,"R$ 43,56",5,CLI1155,Rio de Janeiro,Cartão de Débito,Loja Física,3
462,15/04/25,Dom Casmurro,Machado de Assis,clássico,,1,CLI1160,sao paulo,Cartão de Crédito,Marketplace,
172,2025-11-27,A Revolução dos Bichos,George Orwell,CLASSICO,"R$31,90",5,CLI1144,São Paulo,Cartão de Crédito,Site,5
355,27/11/25,Duna,Frank Herbert,Ficção Científica,"R$ 54,05",3,CLI1112,Curitiba,Boleto,Site,5
247,24/09/2025,Dom Casmurro,Machado de Assis,CLASSICO,"R$ 47,71",3,CLI1003,S. Paulo,,Telefone,
561,2025-01-24,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$47,01",4,CLI1188,CURITIBA,Pix,Site,
432,28/08/25,O Poder do Hábito,Charles Duhigg,nao-ficção,"R$82,62",1,CLI1163, Salvador,Cartão de Débito,Marketplace,2
90,2025-05-20,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$62,53",-2,CLI1086,CURITIBA,Pix,Site,5
171,05/05/2025,A Menina que Roubava Livros,Markus Zusak,ficcao,25.43,4,CLI1076,osasco,Cartão de Crédito,Site,4
521,2025-08-28,O Alquimista,Paulo Coelho,FICÇÃO,31.79,5,CLI1022,Curitiba,Pix,Telefone,3
199,2025-12-31,O Poder do Hábito,Charles Duhigg,nao-ficção,"R$ 69,00",1,CLI1063,SÃO PAULO,Cartão de Débito,Telefone,5
324,02/11/25,MINDSET,Carol Dweck,nao ficção,"R$62,88",2,CLI1198,S. Paulo,Boleto,Telefone,1
167,2025-09-08,O Poder do Hábito,Charles Duhigg,nao ficção,,3,CLI1117,Curitiba,Boleto,Marketplace,
308,2025-09-15,"Pai Rico, Pai Pobre",Robert Kiyosaki,NÃO-FICÇÃO,"R$ 29,27",1,CLI1169,CURITIBA,Boleto,Loja Física,1
49,17-01-2026,A Menina que Roubava Livros,Markus Zusak,FICÇÃO,"R$ 53,03",3,CLI1084, Salvador,Pix,Telefone,
488,2025-07-22,O Alquimista,Paulo Coelho,Ficção,"R$47,65",1,CLI1177,salvador,,Site,4
464,06-06-2025,"Pai Rico, Pai Pobre",Robert Kiyosaki,nao ficção,"R$51,96",1,CLI1066,osasco,Boleto,Telefone,3
292,2025-10-21,O Alquimista,Paulo Coelho,Ficção,,2,CLI1091,RJ,Cartão de Crédito,Marketplace,
275,07/09/2025,1984,George Orwell,FICÇÃO,62.70,1,CLI1105,curitiba ,Cartão de Débito,Site,2
425,2025-03-31,Dom Casmurro,Machado de Assis,CLASSICO,"R$71,63",5,CLI1200,Curitiba,Boleto,Telefone,5
534,2025-08-19,O Poder do Hábito,Charles Duhigg,NÃO-FICÇÃO,"R$61,00",5,CLI1067,salvador,Pix,Loja Física,cinco
419,2025-08-06,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$85,02",1,CLI1115,BH,Cartão de Débito,Marketplace,
155,28/01/26,Python Fluente,Luciano Ramalho,Técnico,"R$40,00",1,CLI1095,S. Paulo,Cartão de Débito,Telefone,4
565,31/01/2025,1984,George Orwell,ficção,"R$ 41,38",4,CLI1083,Osasco,Boleto,Site,cinco
44,04/11/25,Mindset,Carol Dweck,nao-ficção,"R$ 27,03",2,CLI1144, Salvador,Cartão de Crédito,Marketplace,2
477,03/08/2025,Clean Code,Robert C. Martin,Técnico,"R$44,92",1,CLI1012,BH,Pix,Marketplace,5
392,2025-03-17,Python Fluente,Luciano Ramalho,TECNICO,"R$63,90",2,CLI1167,curitiba ,Pix,Site,1
189,10/08/25,O Poder do Hábito,Charles Duhigg,nao ficção,63.98,1,CLI1007,Belo Horizonte,,Loja Física,4
383,2025-07-11,Dom Casmurro,Machado de Assis,Clássico,"R$ 55,06",5,CLI1099,salvador,Cartão de Débito,Telefone,3
333,21-07-2025,1984,George Orwell,ficcao,"R$ 53,38",1,CLI1117, São Paulo,Cartão de Crédito,Telefone,3
467,29/01/2026,1984,George Orwell,Ficção,,4,CLI1117,curitiba ,Pix,Loja Física,3
544,2025-06-24,Dom Casmurro,Machado de Assis,Clássico,"R$59,24",5,CLI1196,Curitiba,Cartão de Crédito,Marketplace,5
34,2025-12-19,Sapiens,Yuval Noah Harari,nao ficção,"R$54,51",2,CLI1192, Salvador,Cartão de Crédito,Telefone,1
398,04/02/2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,33.98,2,CLI1076,Rio de Janeiro,,Marketplace,5
235,15/10/25,Duna,Frank Herbert,ficção científica,"R$65,34",1,CLI1091,BH,Boleto,Loja Física,cinco
109,2025-08-01,O Hobbit,J.R.R. Tolkien,Fantasia,"R$ 77,07",3,CLI1101,Belo Horizonte,,Marketplace,1
424,23-05-2025,Duna,Frank Herbert,ficção científica,"R$ 53,83",1,CLI1033,Curitiba,,Marketplace,5
7,2025-11-26,Mindset,Carol Dweck,nao-ficção,,4,CLI1036,salvador,Pix,Loja Física,
524,2025-02-27,A Revolução dos Bichos,George Orwell,clássico,"R$ 89,12",5,CLI1031,S. Paulo,Pix,Site,3
578,04/08/25,A Revolução dos Bichos,George Orwell,Clássico,"R$ 81,77",2,CLI1114,OSASCO ,Pix,Site,
206,2025-12-13,Dom Casmurro,Machado de Assis,clássico,"R$29,50",1,CLI1017,osasco,,Site,3
404,24/08/2025,O Hobbit,J.R.R. Tolkien,FANTASIA,"R$ 89,39",2,CLI1182, São Paulo,,Site,4
89,2025-06-29,Mindset,Carol Dweck,nao-ficção,"R$65,87",2,CLI1094,Curitiba,Cartão de Crédito,Marketplace,
387,14/09/25,O Alquimista,Paulo Coelho,ficção,52.35,5,CLI1046, Salvador,,Loja Física,2
183,05-02-2025,Duna,Frank Herbert,Ficção Científica,"R$50,59",2,CLI1172,BH,Cartão de Débito,Loja Física,4
55,29-08-2025,1984,George Orwell,ficção,20.09,5,CLI1008,Curitiba,Boleto,Marketplace,5
110,12/03/25,Sapiens,Yuval Noah Harari,Não-ficção,"R$ 78,64",3,CLI1073,SÃO PAULO,Cartão de Débito,Loja Física,1
119,23/11/2025,O Alquimista,Paulo Coelho,ficcao,"R$39,12",1,CLI1093,salvador,,Loja Física,4
62,10/10/25,Dom Casmurro,Machado de Assis,Clássico,"R$69,58",2,CLI1023, São Paulo,Boleto,Site,4
220,31/01/2025,Duna,Frank Herbert,Ficção Científica,"R$34,26",2,CLI1182,salvador,Pix,Site,3
203,04-06-2025,A Revolução dos Bichos,George Orwell,clássico,"R$34,06",1,CLI1070,Belo Horizonte,Cartão de Crédito,Marketplace,3
278,01/05/2025,Clean Code,Robert C. Martin,TECNICO,35.49,4,CLI1117,Osasco,Cartão de Débito,Telefone,2
508,2025-08-05,Mindset,Carol Dweck,NÃO-FICÇÃO,"R$68,87",1,CLI1174,S. Paulo,Boleto,Marketplace,
320,2025-12-19,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$56,28",4,CLI1104, São Paulo,Pix,Site,5
528,11/05/2025,A Menina que Roubava Livros,Markus Zusak,Ficção,"R$ 58,20",4,CLI1061,Osasco,Cartão de Débito,Site,3
321,2025-07-31,A Menina que Roubava Livros,Markus Zusak,FICÇÃO,"R$62,73",4,CLI1200,curitiba ,,Telefone,
288,2025-12-12,"Pai Rico, Pai Pobre",Robert Kiyosaki,Não-ficção,"R$45,01",5,CLI1057,Osasco,,Telefone,
166,09-01-2025,Sapiens,Yuval Noah Harari,nao ficção,23.10,2,CLI1141,osasco,,Telefone,5
483,2026-01-18,Sapiens,Yuval Noah Harari,nao-ficção,"R$66,84",1,CLI1148,Curitiba,Pix,Marketplace,5
56,2025-10-06,O Pequeno Príncipe,Antoine de Saint-Exupéry,CLASSICO,"R$ 61,19",2,CLI1165,RJ,Boleto,Marketplace,4
263,2025-01-30,1984,George Orwell,FICÇÃO,"R$ 64,07",1,CLI1115,S. Paulo,Pix,Loja Física,1
213,2025-03-25,O Alquimista,Paulo Coelho,ficção,"R$28,26",1,CLI1088,OSASCO ,,Marketplace,
519,23-07-2025,A Revolução dos Bichos,George Orwell,clássico,"R$29,22",3,CLI1182,São Paulo,Cartão de Débito,Telefone,4
395,25/02/25,A Menina que Roubava Livros,Markus Zusak,ficcao,"R$56,63",2,CLI1186,OSASCO ,,Site,cinco
371,17/05/2025,Sapiens,Yuval Noah Harari,nao-ficção,59.18,2,CLI1082,belo horizonte,,Site,4
86,06/11/25,Harry Potter e a Pedra Filosofal,J.K. Rowling,fantasia,"R$ 89,52",2,CLI1025,salvador,Cartão de Crédito,Loja Física,4
341,23/07/2025,O Alquimista,Paulo Coelho,FICÇÃO,85.73,1,CLI1024,rio de janeiro,Cartão de Crédito,Telefone,2
50,14/01/2026,Duna,Frank Herbert,Ficção Científica,"R$ 71,90",1,CLI1070,RJ,,Marketplace,
113,27/09/25,Mindset,Carol Dweck,Não-ficção,"R$ 56,54",3,CLI1129,Belo Horizonte,,Site,
597,08/07/2025,O Alquimista,Paulo Coelho,FICÇÃO,"R$ 49,73",5,CLI1081,BH,Pix,Telefone,
343,2025-08-28,O Hobbit,J.R.R. Tolkien,Fantasia,"R$66,35",3,CLI1069,Rio de Janeiro,,Telefone,
349,08/01/2026,Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,39.65,1,CLI1059,sao paulo,Cartão de Crédito,Loja Física,1
99,08-06-2025,A Revolução dos Bichos,George Orwell,clássico,"R$ 61,30",3,CLI1115,salvador,Cartão de Crédito,Site,
173,24-05-2025,PYTHON FLUENTE,Luciano Ramalho,técnico,"R$ 23,16",1,CLI1144,curitiba ,Cartão de Crédito,Loja Física,
554,24-09-2025,Clean Code,Robert C. Martin,técnico,"R$ 40,84",1,CLI1026,rio de janeiro,Pix,Loja Física,4
15,09/01/26,Sapiens,Yuval Noah Harari,nao ficção,"R$44,70",4,CLI1172,São Paulo,Cartão de Crédito,Site,1
216,19-01-2025,O Alquimista,Paulo Coelho,ficcao,"R$84,32",1,CLI1182,belo horizonte,Cartão de Débito,Loja Física,
9,11-10-2025,O Pequeno Príncipe,Antoine de Saint-Exupéry,Clássico,46.83,5,CLI1174,BH,Cartão de Crédito,Marketplace,1
47,13/05/2025,Clean Code,Robert C. Martin,técnico,"R$ 32,63",2,CLI1071,S. Paulo,,Marketplace,5
103,08-06-2025,Python Fluente,Luciano Ramalho,técnico,"R$25,61",1,CLI1033,Curitiba,,Site,4
123,2025-05-29,Dom Casmurro,Machado de Assis,CLASSICO,"R$ 44,22",1,CLI1040,salvador,Boleto,Marketplace,5
594,2025-11-27,A Revolução dos Bichos,George Orwell,Clássico,31.62,4,CLI1095, Salvador,Cartão de Débito,Telefone,
128,25/11/2025,Python Fluente,Luciano Ramalho,TECNICO,"R$22,78",1,CLI1067,curitiba ,Boleto,Telefone,cinco
